Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/PNet,109.0,111.0,['The parameters [ exclude_gpus ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class PNet'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/RNet,132.0,137.0,['The parameters [ exclude_gpus ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class RNet'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/ONet,162.0,170.0,['The parameters [ exclude_gpus ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class ONet'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/mtcnn.py/MTCNN,197.0,208.0,['The parameters [ exclude_gpus ] are added to the method __init__ from the module plugins/extract/detect/mtcnn.py in class MTCNN'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/detect/s3fd.py/S3fd,217.0,455.0,['The parameters [ exclude_gpus ] are added to the method __init__ from the module plugins/extract/detect/s3fd.py in class S3fd'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,decode,decode,plugins/extract/detect/s3fd.py/S3fd,271.0,514.0,['The parameters [ loc ] of the method decode from the module plugins/extract/detect/s3fd.py in class S3fd are changed/renamed to [location]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Class,O2K_Add,AddO2K,plugins/extract/detect/s3fd.py,,, class O2K_Add was renamed to class AddO2K ,d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Class,O2K_ReduceLayer,ReduceLayerO2K,plugins/extract/detect/s3fd.py,,, class O2K_ReduceLayer was renamed to class ReduceLayerO2K ,d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Class,O2K_ConstantLayer,ConstantLayerO2K,plugins/extract/detect/s3fd.py,,, class O2K_ConstantLayer was renamed to class ConstantLayerO2K ,d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Class,O2K_Slice,SliceO2K,plugins/extract/detect/s3fd.py,,, class O2K_Slice was renamed to class SliceO2K ,d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Class,O2K_ElementwiseLayer,ElementwiseLayerO2K,plugins/extract/detect/s3fd.py,,, class O2K_ElementwiseLayer was renamed to class ElementwiseLayerO2K ,d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/pipeline.py/Extractor,77.0,80.0,['The parameters [ exclude_gpus ] are added to the method __init__ from the module plugins/extract/pipeline.py in class Extractor'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,config_changeable_items,_config_changeable_items,plugins/train/model/_base.py/ModelBase,145.0,192.0,['The method config_changeable_items from the module plugins/train/model/_base.py in class ModelBase is renamed to _config_changeable_items'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,load_config,_load_config,plugins/train/model/_base.py/ModelBase,224.0,203.0,['The method load_config from the module plugins/train/model/_base.py in class ModelBase is renamed to _load_config'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,calculate_coverage_ratio,coverage_ratio,plugins/train/model/_base.py/ModelBase,232.0,140.0,['The method calculate_coverage_ratio from the module plugins/train/model/_base.py in class ModelBase is renamed to coverage_ratio'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Inline Method,build,build_autoencoders,plugins/train/model/_base.py/ModelBase,,, The method build_autoencoders from the module plugins/train/model/_base.py in class ModelBase is inlined into method build from the module plugins/train/model/_base.py in class ModelBase ,d8557c1970939ee9bb90bd41edcd86c6fcf84d19,"(241,241)",274.0,[261.0],,,,
Remove Parameter,__init__,__init__,plugins/train/model/_base.py/State,870.0,952.0,['The parameters [ pingpong ] of the method __init__ from the module plugins/train/model/_base.py in class State is/are removed'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,load,_load,plugins/train/model/_base.py/State,952.0,1071.0,['The method load from the module plugins/train/model/_base.py in class State is renamed to _load'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,new_session_id,_new_session_id,plugins/train/model/_base.py/State,917.0,1006.0,['The method new_session_id from the module plugins/train/model/_base.py in class State is renamed to _new_session_id'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,replace_config,_replace_config,plugins/train/model/_base.py/State,984.0,1108.0,['The method replace_config from the module plugins/train/model/_base.py in class State is renamed to _replace_config'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,update_changed_config_items,_update_changed_config_items,plugins/train/model/_base.py/State,1062.0,1195.0,['The method update_changed_config_items from the module plugins/train/model/_base.py in class State is renamed to _update_changed_config_items'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,add_session_batchsize,add_session_batchsize,plugins/train/model/_base.py/State,942.0,1055.0,['The parameters [ batchsize ] of the method add_session_batchsize from the module plugins/train/model/_base.py in class State are changed/renamed to [batch_size]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,inter_liae,inter_liae,plugins/train/model/dfl_sae.py/Model,124.0,85.0,['The parameters [ side input_shape ] are added to the method inter_liae from the module plugins/train/model/dfl_sae.py in class Model'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,intermediate,intermediate,plugins/train/model/iae.py/Model,56.0,45.0,['The parameters [ side ] are added to the method intermediate from the module plugins/train/model/iae.py in class Model'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Remove Parameter,_log_tensorboard,_log_tensorboard,plugins/train/trainer/_base.py/TrainerBase,332.0,229.0,['The parameters [ side ] of the method _log_tensorboard from the module plugins/train/trainer/_base.py in class TrainerBase is/are removed'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,__init__,__init__,tools/manual/manual.py/Aligner,601.0,604.0,['The parameters [ exclude_gpus ] are added to the method __init__ from the module tools/manual/manual.py in class Aligner'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,_get_extractor,_get_extractor,tools/mask/mask.py/Mask,102.0,102.0,['The parameters [ exclude_gpus ] are added to the method _get_extractor from the module tools/mask/mask.py in class Mask'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,launch_aligner,launch_aligner,tools/sort/sort.py/Sort,94.0,87.0,['The parameters [ self ] are added to the method launch_aligner from the module tools/sort/sort.py in class Sort'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,train_args,train_args,_travis/simple_tests.py,87.0,95.0,['The parameters [ bs ] of the method train_args from the module _travis/simple_tests.py are changed/renamed to [batchsize]'],d93e7b11140c11b43113686849a1c5c74d3a06f2,,,,,,,
Add Parameter,_padding_from_coverage,_padding_from_coverage,lib/faces_detect.py/DetectedFace,250.0,268.0,['The parameters [ self ] are added to the method _padding_from_coverage from the module lib/faces_detect.py in class DetectedFace'],d93e7b11140c11b43113686849a1c5c74d3a06f2,,,,,,,
Remove Parameter,load_aligned,load_aligned,lib/faces_detect.py/DetectedFace,198.0,221.0,['The parameters [ coverage_ratio ] of the method load_aligned from the module lib/faces_detect.py in class DetectedFace is/are removed'],d93e7b11140c11b43113686849a1c5c74d3a06f2,,,,,,,
Rename Method,_load_aligner,_load_align,plugins/extract/pipeline.py/Extractor,324.0,326.0,['The method _load_aligner from the module plugins/extract/pipeline.py in class Extractor is renamed to _load_align'],d93e7b11140c11b43113686849a1c5c74d3a06f2,,,,,,,
Rename Method,_load_detector,_load_detect,plugins/extract/pipeline.py/Extractor,314.0,335.0,['The method _load_detector from the module plugins/extract/pipeline.py in class Extractor is renamed to _load_detect'],d93e7b11140c11b43113686849a1c5c74d3a06f2,,,,,,,
Rename Method,_load_masker,_load_mask,plugins/extract/pipeline.py/Extractor,333.0,345.0,['The method _load_masker from the module plugins/extract/pipeline.py in class Extractor is renamed to _load_mask'],d93e7b11140c11b43113686849a1c5c74d3a06f2,,,,,,,
Rename Class,Reformat,Dfl,tools/lib_alignments/jobs.py,,, class Reformat was renamed to class Dfl ,d93e7b11140c11b43113686849a1c5c74d3a06f2,,,,,,,
Rename Class,GPUStats,_GPUStats,lib/gpu_stats/_base.py,,, class GPUStats was renamed to class _GPUStats ,d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_free_vram,_get_free_vram,lib/gpu_stats/amd.py/AMDStats,377.0,377.0,['The return type of method _get_free_vram from the module lib/gpu_stats/amd.py in class AMDStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_vram,_get_vram,lib/gpu_stats/amd.py/AMDStats,364.0,364.0,['The return type of method _get_vram from the module lib/gpu_stats/amd.py in class AMDStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_free_vram,_get_free_vram,lib/gpu_stats/apple_silicon.py/AppleSiliconStats,178.0,178.0,['The return type of method _get_free_vram from the module lib/gpu_stats/apple_silicon.py in class AppleSiliconStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_vram,_get_vram,lib/gpu_stats/apple_silicon.py/AppleSiliconStats,158.0,158.0,['The return type of method _get_vram from the module lib/gpu_stats/apple_silicon.py in class AppleSiliconStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_free_vram,_get_free_vram,lib/gpu_stats/cpu.py/CPUStats,92.0,92.0,['The return type of method _get_free_vram from the module lib/gpu_stats/cpu.py in class CPUStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_vram,_get_vram,lib/gpu_stats/cpu.py/CPUStats,80.0,80.0,['The return type of method _get_vram from the module lib/gpu_stats/cpu.py in class CPUStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_free_vram,_get_free_vram,lib/gpu_stats/nvidia.py/NvidiaStats,142.0,142.0,['The return type of method _get_free_vram from the module lib/gpu_stats/nvidia.py in class NvidiaStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_vram,_get_vram,lib/gpu_stats/nvidia.py/NvidiaStats,128.0,128.0,['The return type of method _get_vram from the module lib/gpu_stats/nvidia.py in class NvidiaStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_free_vram,_get_free_vram,lib/gpu_stats/nvidia_apple.py/NvidiaAppleStats,123.0,123.0,['The return type of method _get_free_vram from the module lib/gpu_stats/nvidia_apple.py in class NvidiaAppleStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_get_vram,_get_vram,lib/gpu_stats/nvidia_apple.py/NvidiaAppleStats,108.0,108.0,['The return type of method _get_vram from the module lib/gpu_stats/nvidia_apple.py in class NvidiaAppleStats is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Change Return Type,_apply_mask,_apply_mask,lib/model/losses_plaid.py/LossWrapper,687.0,826.0,['The return type of method _apply_mask from the module lib/model/losses_plaid.py in class LossWrapper is updated'],d9c84a5f9f6ff22d6f91594f218bea15764de96b,,,,,,,
Add Parameter,window_closed,window_closed,tools/lib_alignments/jobs_manual.py/Manual,457.0,457.0,['The parameters [ self ] are added to the method window_closed from the module tools/lib_alignments/jobs_manual.py in class Manual'],da6f55752824f7be7c92b2be6c9339968218a600,,,,,,,
Rename Method,runningtask,running_task,lib/gui/display.py/DisplayNotebook,48.0,48.0,['The method runningtask from the module lib/gui/display.py in class DisplayNotebook is renamed to running_task'],dab823a3eb7a5257cb1e0818ee10ed234d3de97f,,,,,,,
Add Parameter,set_vars,set_vars,lib/gui/display_page.py/DisplayPage,59.0,59.0,['The parameters [ self ] are added to the method set_vars from the module lib/gui/display_page.py in class DisplayPage'],dab823a3eb7a5257cb1e0818ee10ed234d3de97f,,,,,,,
Add Parameter,set_vars,set_vars,lib/gui/display_page.py/DisplayOptionalPage,186.0,185.0,['The parameters [ self ] are added to the method set_vars from the module lib/gui/display_page.py in class DisplayOptionalPage'],dab823a3eb7a5257cb1e0818ee10ed234d3de97f,,,,,,,
Change Return Type,tk_vars,tk_vars,lib/gui/utils/config.py/Config,142.0,223.0,['The return type of method tk_vars from the module lib/gui/utils/config.py in class Config is updated'],dab823a3eb7a5257cb1e0818ee10ed234d3de97f,,,,,,,
Change Return Type,previewoutput,previewoutput,lib/gui/utils/image.py/Images,75.0,75.0,['The return type of method previewoutput from the module lib/gui/utils/image.py in class Images is updated'],dab823a3eb7a5257cb1e0818ee10ed234d3de97f,,,,,,,
Add Parameter,file_handler,file_handler,lib/logger.py,161.0,89.0,['The parameters [ command ] are added to the method file_handler from the module lib/logger.py'],dacbcf38785a3ff0914084aa04ff080edc9d1972,,,,,,,
Add Parameter,log_setup,log_setup,lib/logger.py,143.0,71.0,['The parameters [ command ] are added to the method log_setup from the module lib/logger.py'],dacbcf38785a3ff0914084aa04ff080edc9d1972,,,,,,,
Add Parameter,__init__,__init__,plugins/train/model/_base.py/ModelBase,33.0,33.0,['The parameters [ pingpong memory_saving_gradients ] are added to the method __init__ from the module plugins/train/model/_base.py in class ModelBase'],dba7d4162dc01e3b85b87bd389306a34e5854aeb,,,,,,,
Add Parameter,compile_predictors,compile_predictors,plugins/train/model/_base.py/ModelBase,218.0,250.0,['The parameters [ initialize ] are added to the method compile_predictors from the module plugins/train/model/_base.py in class ModelBase'],dba7d4162dc01e3b85b87bd389306a34e5854aeb,,,,,,,
Add Parameter,loss_function,loss_function,plugins/train/model/_base.py/ModelBase,253.0,286.0,['The parameters [ initialize ] are added to the method loss_function from the module plugins/train/model/_base.py in class ModelBase'],dba7d4162dc01e3b85b87bd389306a34e5854aeb,,,,,,,
Add Parameter,mask_loss_function,mask_loss_function,plugins/train/model/_base.py/ModelBase,266.0,299.0,['The parameters [ initialize ] are added to the method mask_loss_function from the module plugins/train/model/_base.py in class ModelBase'],dba7d4162dc01e3b85b87bd389306a34e5854aeb,,,,,,,
Add Parameter,__init__,__init__,plugins/train/model/_base.py/State,556.0,593.0,['The parameters [ pingpong ] are added to the method __init__ from the module plugins/train/model/_base.py in class State'],dba7d4162dc01e3b85b87bd389306a34e5854aeb,,,,,,,
Add Parameter,create_new_session,create_new_session,plugins/train/model/_base.py/State,605.0,642.0,['The parameters [ pingpong ] are added to the method create_new_session from the module plugins/train/model/_base.py in class State'],dba7d4162dc01e3b85b87bd389306a34e5854aeb,,,,,,,
Change Return Type,_contexts,_contexts,lib/gui/utils.py/FileHandler,199.0,239.0,['The return type of method _contexts from the module lib/gui/utils.py in class FileHandler is updated'],dc18c74eea0c7837a820d27628cb12b0824fa30e,,,,,,,
Change Return Type,_filename_multi,_filename_multi,lib/gui/utils.py/FileHandler,370.0,423.0,['The return type of method _filename_multi from the module lib/gui/utils.py in class FileHandler is updated'],dc18c74eea0c7837a820d27628cb12b0824fa30e,,,,,,,
Change Return Type,_filetypes,_filetypes,lib/gui/utils.py/FileHandler,154.0,194.0,['The return type of method _filetypes from the module lib/gui/utils.py in class FileHandler is updated'],dc18c74eea0c7837a820d27628cb12b0824fa30e,,,,,,,
Change Return Type,_open,_open,lib/gui/utils.py/FileHandler,345.0,398.0,['The return type of method _open from the module lib/gui/utils.py in class FileHandler is updated'],dc18c74eea0c7837a820d27628cb12b0824fa30e,,,,,,,
